Time,PRECIP,PET_Pristley-Taylor(mm),runoff,srad(W/m2),tmax(C),tmin(C),vp(Pa)
2008-2-11,0,0.723757156,0.8467,343.15,3.48,-11.14,268.79
2008-2-12,0,0.737760657,0.8438,299.68,2.38,-8.3,320
2008-2-13,22.95,1.098634865,1.2091,256.58,14.21,-1.27,558.17
2008-2-14,16.62,0.982103961,1.8264,230.43,9.01,-2.5,520
2008-2-15,0,1.033216286,1.7217,326.91,10.19,-2.86,491.34
2008-2-16,0,1.018362286,1.515,321.52,9,-3.39,480
2008-2-17,0,1.023392447,1.3451,332.19,8.7,-4.49,440
2008-2-18,3.18,1.315051331,1.2459,250.89,15.66,1.62,689.48
2008-2-19,4.86,1.209178395,1.1808,257.2,12.5,-1.69,544.97
2008-2-20,0,0.961386252,1.0987,304.48,5,-6.02,398.66
2008-2-21,2.96,0.840292895,1.0591,235.33,1.11,-8.26,320
2008-2-22,9.54,0.870556536,1.0845,176.9,1.95,-4.7,440
2008-2-23,4.61,0.817407987,1.178,97.98,1.91,-1.51,556.66
2008-2-24,0,0.975333615,1.1525,302,3.5,-5.29,416.72
2008-2-25,0,1.166763791,1.1213,290,7.71,-1.82,534.82
2008-2-26,0,1.313989882,1.1157,309.89,10.49,-0.1,600
2008-2-27,8.47,1.290445659,1.1044,210.85,9.64,0.5,640
2008-2-28,0,1.008776839,1.0534,301.66,2.5,-7.04,360
2008-2-29,0,1.052591207,1.0279,357.28,3.01,-9.3,295.9
2008-3-1,1,1.280661532,0.9968,312.05,7.82,-2.1,527.21
2008-3-2,0,1.317354091,0.9543,337.39,8,-2.97,482.08
2008-3-3,0,1.517468383,0.9345,380.91,11.49,-2.27,520
2008-3-4,0,1.808803458,0.9231,310.28,16.8,6.79,983.29
2008-3-5,16.63,1.860591344,1.076,246.96,16.99,6.14,931.25
2008-3-6,0,1.600215425,1.0817,377.78,11.5,-1.5,560
2008-3-7,0,1.708487266,1.1072,380.26,12.96,-0.2,600
2008-3-8,25.03,1.895094175,2.5429,276.88,15.75,3.26,780.83
2008-3-9,0,1.686345118,2.945,386.78,11.57,-1.5,560
2008-3-10,0,1.480254458,2.4352,359.29,7.59,-3.5,478.81
2008-3-11,0.35,1.643214042,1.8831,329.32,10.5,0.83,640
2008-3-12,0,1.732454939,1.5489,344.4,11.5,1.36,668.73
2008-3-13,0,1.703604026,1.3564,406.94,10,-3.21,480
2008-3-14,0,1.902179484,1.2601,387.54,13,0.96,641.26
2008-3-15,1,2.04725099,1.1978,343.63,15.5,5.5,920
2008-3-16,2.05,1.817744937,1.1695,300.54,12.17,4,800
2008-3-17,0,1.770714724,1.1044,367.68,10,-0.26,600
2008-3-18,0,1.635488767,1.0619,302.01,8.51,0.87,640
2008-3-19,4.52,2.003336486,1.0987,259.43,13.45,4.27,821.93
2008-3-20,4.45,2.326150151,1.1723,298.83,16.97,5.5,920
2008-3-21,0,1.91038933,1.093,366.63,11,1.49,678.81
2008-3-22,0,1.925646408,1.0506,392.62,10.47,0,600
2008-3-23,0,1.894723757,1.0222,416.57,9.3,-2.25,520
2008-3-24,0,1.957232353,0.9854,448.15,9.5,-4,440
2008-3-25,0,1.955203602,0.9713,412.88,9.5,-2,520
2008-3-26,0,2.453244333,0.943,431.22,15.77,2.8,743.91
2008-3-27,0,2.494707182,0.9231,417.09,16.16,4,800.03
2008-3-28,0,2.908769489,0.9231,448.45,20.45,5.86,921.58
2008-3-29,0,2.413519779,0.9231,455.09,13.83,-0.33,600
2008-3-30,0,1.976341371,0.9231,387.9,8.54,-1.74,540.55
2008-3-31,0,2.217054499,0.8863,364.67,12.01,2.47,720.25
2008-4-1,2.29,2.53618281,0.9203,287.11,17.42,9.48,1198.31
2008-4-2,0.19,2.970975182,0.9486,471.92,19,3.5,800
2008-4-3,6.64,2.29980267,0.9203,333.36,10.96,-1.63,549.45
2008-4-4,18.73,2.50763451,1.2516,300.47,14.01,3.27,781.21
2008-4-5,0,2.527918516,1.3167,285.69,16.95,9.92,1233.43
2008-4-6,7.65,2.355416245,1.3394,230.18,13.81,6.5,960
2008-4-7,3.99,1.578715671,1.3422,107.47,8,5.03,882.76
2008-4-8,1,1.850758867,1.2629,209.08,9.42,5,880
2008-4-9,2,2.182799927,1.195,287.68,11.7,5.5,920
2008-4-10,1,2.689850299,1.1638,367.81,16.01,7.5,1040
2008-4-11,0,3.140601347,1.0987,413.9,19.85,9.5,1200
2008-4-12,0,3.314584655,1.1213,397.24,22,12.17,1413.91
2008-4-13,16.34,3.186327914,1.7245,337.84,19.02,7.5,1040.25
2008-4-14,0,2.726378254,1.6311,457.33,13.5,2.26,720
2008-4-15,0,2.766478617,1.3677,466.3,13.5,1.81,705.11
2008-4-16,0,3.132234268,1.1978,527.65,16.04,0,600
2008-4-17,0,3.651898491,1.1129,548.32,20.66,0.52,640
2008-4-18,0,4.002972184,1.0675,537.97,23.77,4,800.03
2008-4-19,0,4.140793268,1.0222,515.45,25.03,7.5,1040
2008-4-20,0,3.719458241,0.9713,422.41,22.83,11.3,1344.14
2008-4-21,0,3.008034927,0.943,300.84,18.65,11.5,1360
2008-4-22,0,3.031257123,0.9288,340.03,17.52,9.46,1196.97
2008-4-23,0,3.707458819,0.9118,457.35,21.33,8.88,1150.38
2008-4-24,0,4.180802205,0.8778,476.3,25,10.94,1315.03
2008-4-25,0,4.03269565,0.858,500.95,22.89,7.77,1061.43
2008-4-26,0,3.530447949,0.8382,380.62,20.93,11.5,1360
2008-4-27,6,2.944356565,0.8325,242,16.27,9,1160.25
2008-4-28,10.95,2.733590272,0.8976,214.58,15,8.85,1147.67
2008-4-29,6.61,3.133293603,1.0534,286.93,16.5,7.83,1066.2
2008-4-30,0,3.29168832,0.9656,483.63,15.5,3.24,779.45
2008-5-1,0,3.306630509,0.9175,457.27,16,4.76,860.83
2008-5-2,0,3.979580931,0.8807,475.96,21.84,9.24,1178.83
2008-5-3,0,3.95270847,0.858,451.72,22.07,10.57,1285.57
2008-5-4,0,3.853773534,0.8382,432.93,21.5,10.83,1306.41
2008-5-5,0,3.869928238,0.8099,460.44,20.67,8.93,1154.34
2008-5-6,0,4.320599226,0.7957,516.97,23,7.76,1038.14
2008-5-7,0,4.792886585,0.7646,521.22,26.5,9.81,1164.55
2008-5-8,0,4.423893235,0.7391,392.8,26.5,15.91,1792.55
2008-5-9,36.51,3.902092224,1.4272,296.99,21.48,11.3,1344.13
2008-5-10,10.74,3.150303388,2.0643,254.99,15.44,7.43,1034.32
2008-5-11,0,3.36217673,1.8519,395.87,16,6.36,948.46
2008-5-12,21.35,2.743811039,1.3677,192.41,13.5,7.77,1061.99
2008-5-13,0,3.413665317,2.5627,409.88,16,6.06,925.07
2008-5-14,0,4.498423866,2.1266,535.34,22.61,5.74,920
2008-5-15,0,4.444540057,1.6537,432.41,24.5,12.79,1463.54
2008-5-16,11,3.781307774,1.6169,261.75,21.06,12.65,1452.04
2008-5-17,4.93,4.058282053,1.6594,357.76,20.58,8.93,1154.32
2008-5-18,4.62,3.945944157,1.5036,294.23,21.46,12.18,1414.44
2008-5-19,0.05,3.931189499,1.4102,475.45,19,7.2,1016.2
2008-5-20,9.34,3.387881608,1.4781,317.14,15.23,5.74,920
2008-5-21,6.02,3.468505309,1.7047,291.23,16.83,8.22,1097.59
2008-5-22,1.01,3.936017389,1.5688,450.81,19.36,8.49,1119.37
2008-5-23,0,4.038575407,1.3762,472.77,19.62,7.92,1073.9
2008-5-24,0,4.416215339,1.2403,503.14,21.95,8.58,1126.11
2008-5-25,0,4.622138111,1.144,521.24,23.05,8.49,1114.33
2008-5-26,0,4.817353793,1.0421,504.97,24.87,10.78,1299.87
2008-5-27,0,4.7315807,0.9514,401.67,27.1,16.9,1912
2008-5-28,0.12,4.661700329,0.8835,477.59,23.97,11,1319.53
2008-5-29,0,4.56814066,0.8212,522.18,22,7,999.61
2008-5-30,0,4.986783229,0.7787,508.64,25.5,10.57,1267.96
2008-5-31,17.96,4.710542857,0.8665,295.72,26.55,16.36,1857.63
2008-6-1,0,4.939946434,1.2035,409.37,27.86,17,1920
2008-6-2,0,5.177153687,1.0506,479.68,27.5,13.74,1579.22
2008-6-3,0,4.952222517,0.9316,448.97,26.56,14.31,1624.56
2008-6-4,28.11,4.827249478,1.1072,301.43,27,16.5,1880
2008-6-5,18.42,4.334341141,1.6933,259.72,24.89,16.5,1880
2008-6-6,0,4.131936897,1.648,341.26,23.44,15.5,1760
2008-6-7,0,5.219051794,1.4017,439.09,28.98,17.13,1941.44
2008-6-8,0,5.980695004,1.1751,431.24,34.33,21.5,2560
2008-6-9,0,6.043239067,1.0279,403.01,35.46,23.41,2865.02
2008-6-10,0,6.094510784,0.926,416.46,35.29,22.66,2745.82
2008-6-11,0,5.789765406,0.8297,425.63,32.93,20.37,2379.4
2008-6-12,0,5.537603261,0.7249,447.01,30.5,17.5,2000
2008-6-13,0,5.362936454,0.6541,450.73,29.21,16.45,1871.92
2008-6-14,0,5.328782545,0.6201,415.86,30,18.5,2120
2008-6-15,0,5.329288704,0.623,398.04,30.5,19.5,2280
2008-6-16,5.54,5.449920269,0.6541,330.98,30,17.39,1983.07
2008-6-17,4,5.389412912,0.7702,343.38,29,15.75,1780.33
2008-6-18,0,5.187674453,0.6881,494.15,26.5,11.93,1394.49
2008-6-19,3,4.953197728,0.6768,347.01,25.5,12.53,1442.15
2008-6-20,0,4.955549399,0.6201,442.8,26.01,13.7,1576.07
2008-6-21,0,5.159482588,0.5833,411.14,28.5,17,1921.2
2008-6-22,0,5.045855133,0.5409,376.16,28.79,18.5,2120
2008-6-23,0,4.680956989,0.5352,322.87,27.94,19.5,2280
2008-6-24,0,5.181363322,0.5239,429.66,28.32,16.36,1857.18
2008-6-25,0,5.350551851,0.4984,467.9,28.5,14.87,1699.97
2008-6-26,0,5.604851973,0.4786,433.4,31.26,18.5,2120
2008-6-27,0,5.87121958,0.4616,419.38,33.5,20.82,2451.01
2008-6-28,5.04,5.667038804,0.4616,307.66,32.5,20.5,2400
2008-6-29,0,5.377875786,0.4361,373.57,31.79,21.37,2539.24
2008-6-30,2.33,5.117680324,0.4276,327.62,30.5,20.84,2453.71
2008-7-1,0,5.168852846,0.4191,399.32,29.5,18.59,2134.56
2008-7-2,0,5.230860802,0.3964,416.86,29.5,18,2080
2008-7-3,0,5.456567934,0.3766,422.64,31.01,19,2200
2008-7-4,13.57,5.558895392,0.371,322.8,31.5,19,2200.07
2008-7-5,7.84,4.558672054,0.5437,234.9,28,20,2320
2008-7-6,5.01,4.318069973,0.5239,209.25,27.5,20.5,2400
2008-7-7,4.14,4.549862863,0.5012,228.91,28.5,20.74,2438.8
2008-7-8,0,4.896700553,0.4502,343.12,29.97,21,2480
2008-7-9,3.38,4.926007596,0.4219,267.75,29.82,20.5,2400
2008-7-10,0,4.715341325,0.4134,339.05,29,20.42,2386.8
2008-7-11,0,5.248013674,0.3794,449.28,29.49,17,1920
2008-7-12,0,5.264139347,0.3483,436.95,30.07,17.99,2078.64
2008-7-13,0,5.061186895,0.3285,411.72,29.46,18.5,2120
2008-7-14,0,4.747049162,0.3171,358.85,28.97,19.9,2311.82
2008-7-15,0,5.155569516,0.3256,439.92,29.5,17.46,1994.18
2008-7-16,0,5.745304879,0.3058,502.78,32,16.02,1774.73
2008-7-17,0,5.880403334,0.2832,491.22,33.27,17.5,1953.32
2008-7-18,0,5.786060439,0.2761,442.03,34.04,20.65,2419.88
2008-7-19,0,5.645903481,0.2537,427.5,33.63,21,2480
2008-7-20,0,5.23162827,0.2413,363.76,32.92,22.9,2784.67
2008-7-21,0,5.468246995,0.2325,384.83,33.98,23,2800
2008-7-22,0,5.538957404,0.2212,391.17,34.33,22.98,2796.15
2008-7-23,0,5.28887118,0.2129,393.28,32.61,21.5,2560
2008-7-24,23.44,5.074695492,0.4163,299.99,31,20,2320
2008-7-25,0,5.231742496,0.4757,478.75,30,15.69,1774.81
2008-7-26,0,5.184210205,0.3483,457.21,30.36,17.03,1925.17
2008-7-27,27.54,4.802780667,0.4248,294.87,29.52,19,2199.8
2008-7-28,0,4.96573611,0.6371,429.23,29.82,17.86,2057.46
2008-7-29,0,5.128191014,0.4531,434.12,31,18.5,2120
2008-7-30,0,4.974243491,0.3653,385.03,31.43,20.72,2434.6
2008-7-31,0,4.537219082,0.337,314.38,30.66,22.38,2700.8
2008-8-1,0,4.913025616,0.3256,379.67,31.5,21.02,2482.7
2008-8-2,7.97,4.779275141,0.3171,276.43,31,21,2479.63
2008-8-3,0,4.791777046,0.3313,409.56,30,18.73,2157.39
2008-8-4,0,4.890764115,0.303,439.24,30,17.35,1975.25
2008-8-5,0,4.868283692,0.2744,417.83,30.5,18.5,2120
2008-8-6,0,4.831070024,0.2628,377.68,31.5,20.75,2440.66
2008-8-7,0,5.009757574,0.2418,433.33,31.38,18.23,2098.38
2008-8-8,0,4.859099339,0.226,447.65,29.99,16.34,1854.74
2008-8-9,0,4.554925647,0.2186,434.2,28,15.24,1739.22
2008-8-10,38.05,4.469661968,0.2393,325.06,27.5,14.83,1693.14
2008-8-11,17.95,4.11428221,0.4049,286.56,26.01,15.59,1767.47
2008-8-12,0,4.237566259,0.3936,410.47,26.5,14.9,1703.94
2008-8-13,0,4.319422003,0.3256,399.82,27.67,16.21,1833.24
2008-8-14,0,4.455722531,0.2917,397.28,29.12,17.49,1997.95
2008-8-15,0,4.406766143,0.2713,397.1,29,17.48,1996.03
2008-8-16,0,4.374630453,0.2571,412.8,28.56,16.5,1880
2008-8-17,0,4.450122634,0.2333,429.14,29.02,16.12,1819.06
2008-8-18,0,4.562059356,0.2135,415.94,30.5,17.84,2053.99
2008-8-19,0,4.759435825,0.201,416.38,32.24,19,2200.06
2008-8-20,0,4.323197245,0.1914,458.78,27.88,13.3,1527.83
2008-8-21,0,4.121190601,0.1852,455.21,26.37,12.13,1410.74
2008-8-22,0,4.09733874,0.1838,420.27,27.16,14.42,1633.9
2008-8-23,0,4.066911702,0.1826,411.6,27.32,14.85,1695.86
2008-8-24,0,4.039667181,0.1858,401.85,27.59,15.5,1760
2008-8-25,0,4.149799954,0.1798,358.33,30,19.24,2238.45
2008-8-26,0,4.055045948,0.1727,412.73,28,15.23,1738.67
2008-8-27,0,3.865316942,0.1691,447.13,25.75,11.5,1360
2008-8-28,0,3.559142805,0.1722,344.23,25.5,15.74,1779.45
2008-8-29,0.03,3.248669153,0.1954,246.2,26,19.26,2241.66
2008-8-30,0,3.521263881,0.1923,262.65,28.5,21,2480.68
2008-8-31,0,4.189979633,0.1705,418.92,30.5,16.5,1880
2008-9-1,0,4.097153867,0.1495,444.19,29.5,14,1600
2008-9-2,0,4.155056089,0.1427,442.12,30.36,14.5,1640
2008-9-3,0,4.076864059,0.147,408.76,30.5,16.49,1863.14
2008-9-4,0,4.11390205,0.1405,389.57,31.5,18.17,2034.19
2008-9-5,0,4.03990289,0.1277,368.55,31.53,19.03,2182.16
2008-9-6,28.79,3.263661895,0.3143,174.61,28.5,21.47,2554.92
2008-9-7,0,3.302580962,0.5975,292.06,27.07,18.36,2108.46
2008-9-8,0,3.56156927,0.4814,370.91,28,16.11,1817.9
2008-9-9,15.04,3.438088286,0.4276,239.83,28.33,18.44,2115.03
2008-9-10,14.49,3.102834889,0.5437,236.67,25.11,15.75,1780.33
2008-9-11,0,2.994479714,0.4729,323.15,24,14.49,1646.83
2008-9-12,7.14,2.858727198,0.3823,213.79,23.84,15.66,1772.88
2008-9-13,8.27,3.033107889,0.3908,200.53,26.91,19,2200
2008-9-14,0,3.34891294,0.3596,274.08,30.5,21.91,2625.01
2008-9-15,0,3.469754312,0.3143,309.78,31,21,2480
2008-9-16,0,3.014415331,0.286,349.49,25.5,14.74,1678.45
2008-9-17,0,2.727121284,0.2888,344.54,22.5,12.3,1424.22
2008-9-18,0,2.976347113,0.2832,394.69,25,11.98,1398.66
2008-9-19,0,2.770016063,0.2679,363.49,23.44,12.21,1417.09
2008-9-20,0,2.58130861,0.2665,360.23,21.5,10.67,1293.76
2008-9-21,0,2.802767711,0.2475,422.46,23.9,8.89,1150.96
2008-9-22,0,2.804846394,0.2376,396.6,24.61,11.06,1324.92
2008-9-23,0,2.518988289,0.2492,323.98,22.55,12.8,1463.94
2008-9-24,0,2.449648876,0.241,349.5,21.5,10.7,1296.2
2008-9-25,7.91,2.172974842,0.2025,194.11,20,12.73,1458.64
2008-9-26,12.02,2.104107407,0.3879,158.85,21.08,15.27,1741.79
2008-9-27,4.07,2.068172557,0.3341,123.09,23.3,18.74,2158.45
2008-9-28,9.07,2.146959054,0.2888,130.93,24.42,19.48,2276.65
2008-9-29,0,2.396694276,0.2792,282.29,24.44,16,1800.49
2008-9-30,0,2.413344721,0.2713,372.22,23.5,11.03,1322.21
2008-10-1,4.01,2.305892,0.3115,249.24,23,12.7,1455.63
2008-10-2,0,2.113794506,0.2888,338.59,20.5,10.25,1260.05
2008-10-3,0,2.103343405,0.2498,382.77,20.34,7.53,1042.21
2008-10-4,0,2.105279912,0.2311,366.17,21,9,1160
2008-10-5,0,2.135502969,0.2197,348.56,22.14,10.86,1309.14
2008-10-6,0,2.032232687,0.2186,346.11,21,9.73,1218.38
2008-10-7,0,1.861415019,0.22,378.12,18.5,5.25,900.28
2008-10-8,0,1.865417514,0.2155,388.05,19.24,4.64,851.34
2008-10-9,3.09,2.000095813,0.2322,206.76,22.85,14.15,1611.61
2008-10-10,0,2.119696103,0.2316,344.5,24.5,11.74,1379.22
2008-10-11,0,1.980613802,0.2203,366.68,23.01,8.47,1117.38
2008-10-12,0,1.9188292,0.2163,363.27,22.59,8.01,1080.42
2008-10-13,0,1.992222579,0.2172,356.81,24.5,9.5,1200
2008-10-14,0,1.944606622,0.2248,328.05,23.99,11,1320
2008-10-15,0,1.965909732,0.2212,278.39,24.92,14.52,1643.8
2008-10-16,0,2.059566782,0.224,291.67,26.86,15.28,1742.16
2008-10-17,0,1.758707844,0.2226,333.58,22.75,8.79,1143.36
2008-10-18,0,1.37940559,0.2141,235.32,15.66,7.76,1060.6
2008-10-19,0,1.296599264,0.22,284.95,14,3.95,800.42
2008-10-20,0,1.294374908,0.2155,345.7,15.29,0.74,640
2008-10-21,0,1.393627789,0.2251,346.95,18.57,3.08,766.57
2008-10-22,0,1.300778764,0.2178,299.16,16,4.5,840
2008-10-23,0,1.172453939,0.2447,300.2,13.5,1.93,714.72
2008-10-24,0,1.157300649,0.243,337.36,14.79,-0.2,600
2008-10-25,19.67,1.366230679,0.2667,186.26,19.07,9.48,1198.19
2008-10-26,0,1.336540788,0.4106,287.16,19.5,7.23,1018.38
2008-10-27,0,1.229902784,0.4078,276.51,17.47,5.78,920
2008-10-28,8.21,1.040605347,0.3936,158.44,12.5,4.41,832.83
2008-10-29,0,0.892077199,0.3908,142.88,8.91,3.76,800
2008-10-30,0,0.906886612,0.3426,254.36,10,-0.18,600
2008-10-31,0,0.972247622,0.3143,310.86,14.76,-0.37,600
2008-11-1,0,1.152487367,0.2945,295.04,20.24,5.51,909.45
2008-11-2,0,1.090968513,0.2973,254,17.61,6.24,939.22
2008-11-3,0,1.021640784,0.2917,249.76,16.24,5.12,889.83
2008-11-4,0.18,1.061461657,0.2945,193.57,17,8.85,1148.22
2008-11-5,12.77,0.979793776,0.3681,71.65,16,12.24,1419.22
2008-11-6,12.99,0.944160744,0.5097,54.05,16.47,13.76,1580.6
2008-11-7,4,0.94384506,0.5465,60.3,16.5,13.52,1561.7
2008-11-8,7.92,0.956468548,0.4842,94.74,16,11.15,1331.95
2008-11-9,0,0.891510807,0.4672,240.73,15.67,5.37,909.79
2008-11-10,0,0.797483088,0.3964,246.29,13.27,2.79,743.45
2008-11-11,0,0.69733347,0.354,256.57,10.5,-0.52,598.11
2008-11-12,0,0.723702369,0.3426,221.52,10.81,1.98,718.32
2008-11-13,19.98,0.78095304,0.4417,166.28,13.62,4.55,843.88
2008-11-14,15.36,0.864707952,0.6739,98.11,15.62,10.67,1293.47
2008-11-15,19.76,0.921437855,0.7561,89.98,18.09,13.5,1560.25
2008-11-16,7.7,0.769118335,0.8212,197.04,17.55,5.04,883.42
2008-11-17,0,0.62386581,0.7844,214.79,9.26,0.79,640
2008-11-18,0,0.570358662,0.5862,205.77,7,-0.95,563.82
2008-11-19,0,0.505088314,0.487,185.01,3.5,-3.25,480
2008-11-20,0,0.520910525,0.4587,202.41,5.26,-2.25,520
2008-11-21,0,0.498506227,0.4417,207.85,4.76,-3,480
2008-11-22,0,0.462561376,0.4276,187.68,2.5,-4.2,440
2008-11-23,0,0.432849583,0.4106,237.6,3.41,-6,400
2008-11-24,0,0.430061517,0.4106,273.49,8.53,-5.21,423.42
2008-11-25,18.1,0.54889837,0.7844,163.21,9.98,1.34,667.23
2008-11-26,0,0.512866179,0.8467,220.52,8.81,0,600
2008-11-27,0,0.45140091,0.6343,251.63,9.01,-2.52,518.61
2008-11-28,0,0.460342173,0.538,240.37,9.17,-1.63,549.65
2008-11-29,0,0.415720202,0.4786,250.72,8.53,-3.48,480
2008-11-30,14.92,0.435741261,0.5635,192.57,12.26,-1.02,560
2008-12-1,12.69,0.58508668,0.7589,156.24,14.46,5.53,916.2
2008-12-2,0,0.462237672,0.6654,226.33,10.02,0.1,607.79
2008-12-3,0,0.391198349,0.5833,240.02,7.49,-3.51,475.4
2008-12-4,0,0.446891509,0.5295,229.7,10.68,0.22,618.38
2008-12-5,1,0.403999513,0.504,228.44,8.53,-2.01,520
2008-12-6,0,0.322512937,0.487,243.02,5.06,-7,360
2008-12-7,1,0.37895102,0.5012,187.83,3.95,-4,440
2008-12-8,0,0.33083658,0.4729,184.56,0.5,-7.27,360
2008-12-9,0,0.3091303,0.4672,250.91,10.24,-4.46,440
2008-12-10,8.24,0.581130458,0.4786,138.13,16.51,7.79,1063.06
2008-12-11,45.64,0.513261933,0.8353,161.9,17.27,5.97,922.34
2008-12-12,56.91,0.400133637,2.4664,179.06,16.63,2.5,720
2008-12-13,0,0.36505574,2.4352,188.93,5.01,-3.5,479.82
2008-12-14,0,0.304747006,1.8519,233.98,7.2,-5.46,403.31
2008-12-15,0,0.527467826,1.4696,181.55,15.19,6.25,942.05
2008-12-16,9.64,0.414182684,1.3111,169.57,15.99,3,760
2008-12-17,11.16,0.446984844,1.3932,100.22,7,1.17,653.95
2008-12-18,0,0.412086705,1.3224,166.98,7.23,-0.32,599.37
2008-12-19,12.35,0.440160092,1.2374,119.27,8.55,1.29,662.83
2008-12-20,0,0.387857733,1.3507,174.23,6.28,-1.7,544.2
2008-12-21,7.94,0.386072858,1.3535,95.57,2.75,-2.71,502.86
2008-12-22,0,0.289112617,1.481,206.52,1.26,-8.64,320
2008-12-23,0,0.287085993,1.2743,196.61,-0.1,-9.24,300.6
2008-12-24,0,0.326681737,1.1723,231.47,9.27,-3.4,476.66
2008-12-25,2,0.332831695,1.093,243.67,16,0.29,623.42
2008-12-26,0,0.338760529,1.0109,220.83,8,-3.69,465.02
2008-12-27,0,0.446471618,0.9571,189.86,11.16,1.83,706.71
2008-12-28,0,0.574379441,0.9146,189.25,17.61,7.83,1066.51
2008-12-29,0,0.398661392,0.8552,234.41,14.93,1.29,662.86
2008-12-30,0,0.411645086,0.8212,201.26,9,-0.76,579.22
2008-12-31,0,0.415854343,0.8042,217.84,11.96,0.26,621.04
2009-1-1,0,0.315760189,0.7617,228.21,2.97,-7.76,339.22
2009-1-2,0,0.307454605,0.7476,231.41,2.14,-8.78,320
2009-1-3,0,0.405229718,0.7476,168.2,3.84,-2.94,484.65
2009-1-4,0,0.347652294,0.7476,240.85,6.37,-5.64,400
2009-1-5,0,0.463043898,0.7476,192.75,8.5,0.22,617.59
2009-1-6,4.69,0.496502116,0.7504,106.05,7,1.46,677.09
2009-1-7,27.3,0.514246772,0.9769,113.85,8.17,2.1,717.56
2009-1-8,0,0.480265932,1.2318,182.66,7.5,0,600
2009-1-9,0,0.424707516,1.1185,196.55,4.5,-3.57,474.04
2009-1-10,2.29,0.427024155,1.0364,203.43,5.64,-3.74,461.11
2009-1-11,6.94,0.455156867,1.0902,173.11,7.93,-2.38,520
2009-1-12,0,0.407297872,1.0506,222.89,3.48,-5.94,400
2009-1-13,0,0.409764374,0.9713,241.24,4.48,-6.25,380.33
2009-1-14,0,0.420933468,0.9316,222.65,3.1,-6.04,396.2
2009-1-15,0,0.389230832,0.8891,193.63,-0.76,-8.12,320
2009-1-16,0,0.328991592,0.841,213.94,-4.51,-12.76,240
2009-1-17,0,0.307875354,0.8042,263.02,-4.26,-15.99,163.16
2009-1-18,0,0.445036778,0.8042,211.11,1.76,-6.33,378.67
2009-1-19,0.04,0.4734537,0.7957,185.4,2,-4.77,440
2009-1-20,0,0.428684097,0.773,218.65,0,-8.26,320
2009-1-21,0,0.41084905,0.7476,235.16,-1,-10.12,280
2009-1-22,0,0.45337659,0.7306,268.36,2.47,-9,319.46
2009-1-23,0,0.510460064,0.7221,294.33,8,-7,360
2009-1-24,0,0.559831734,0.7221,295.83,10,-5.13,429.25
2009-1-25,0,0.475285193,0.7221,284.74,2.5,-9.99,280
2009-1-26,0,0.492389192,0.7079,203.26,0,-7.03,360
2009-1-27,0.05,0.506552571,0.6966,118.65,-0.5,-4.26,440
2009-1-28,20.61,0.624498107,0.8353,178.53,5.74,-2.96,485.46
2009-1-29,0,0.622448415,1.1015,267.53,5.91,-4.49,440
2009-1-30,0,0.574507736,0.9599,270.7,3.14,-7.13,360
2009-1-31,0,0.548940927,0.8976,225.72,0.5,-7.07,360
2009-2-1,0,0.720490445,0.8637,311.55,10.14,-4.05,440
2009-2-2,0,0.83739981,0.8637,299.55,13,-0.03,607.8
2009-2-3,2.98,0.775041077,0.8835,206.55,8.77,-1.5,560
2009-2-4,5,0.5960887,0.8976,177.79,0.5,-6.27,379.22
2009-2-5,0,0.542524543,0.858,313.12,-1.58,-11.58,242.36
2009-2-6,0,0.563031075,0.7872,344.19,-0.67,-12.67,240
2009-2-7,0,0.76521076,0.7929,373.3,8.17,-7.54,348.35
2009-2-8,0,1.039532624,0.8042,365,16.51,0.68,640
2009-2-9,0,0.953189138,0.8042,375.22,13.5,-3.01,480
2009-2-10,0,0.993191584,0.79,312.57,12.38,-0.74,580.83
2009-2-11,0,1.200029033,0.7815,287.2,16.75,5.28,902.16
2009-2-12,0.13,1.270373545,0.7646,257.6,17.5,7.85,1067.81
2009-2-13,0,1.057270051,0.7136,246.1,11.36,2.82,745.77
2009-2-14,0,0.917117622,0.6966,299.29,7.02,-4,440
2009-2-15,0,0.923660055,0.6966,279.71,6.5,-3.3,480
2009-2-16,0,0.918342394,0.6966,266.43,5.78,-3.18,480
2009-2-17,0,0.924647679,0.6966,296.91,5.5,-4.87,440
2009-2-18,5.15,1.000840548,0.7136,237.56,7.21,-4.36,440
2009-2-19,0,1.08373569,0.7391,290.73,8.75,-1.36,560
2009-2-20,0,0.96273088,0.6966,284.52,5,-4.52,440
2009-2-21,0,0.948165114,0.6796,269.89,4.17,-4.5,440
2009-2-22,3.17,1.099944791,0.6711,228.3,7.56,-2.57,514.72
2009-2-23,0,1.009196526,0.6513,260.54,5,-2.86,491.32
2009-2-24,0,0.958960688,0.6428,306.25,3,-6.51,360
2009-2-25,0,1.065338606,0.6428,380.23,5.45,-9,320
2009-2-26,0,1.295199088,0.6428,371.28,10.21,-3.84,456.6
2009-2-27,0,1.530985322,0.6428,329.21,14.51,3.04,763.27
2009-2-28,0.52,1.570357523,0.6428,346.74,14.72,2.3,720
2009-3-1,9.84,0.966520992,0.7646,110.48,3.5,-0.54,596.2
2009-3-2,12.27,0.93763442,0.7815,208.33,0.5,-6.5,360
2009-3-3,0,0.837446707,0.6994,373.5,-3,-13,240
2009-3-4,0,0.962902503,0.6881,465.83,-0.09,-15.65,188.07
